,carring_capacity,mean_biomass,median_biomass,max_biomass,min_biomass,std_biomass,mean_patch_count,mean_mean_patch_size,std_mean_patch_size,ln_num_avg_patch_int,ln_num_avg_patch_slope
45,500.0,115.42392594309062,116.70724264805222,194.08892887064562,31.593534738722663,42.633769337439496,48.19,3937.86332890945,3915.775111235189,9.170331340619901,-1.1194994495843757
46,500.0,121.33473424036492,127.3802843436211,200.65556128719558,22.833470497071204,46.8503418328506,48.216,4858.457075848269,4174.442291065665,9.16803604539964,-1.1288888507737123
47,500.0,118.06323490179201,119.53078186474616,194.02956116506095,35.32459064926595,37.68689808750235,48.212,3587.2933475763684,3906.7641493134506,9.166907538309466,-1.101548443603812
48,500.0,117.9439453033797,117.52497425899057,187.46887687908182,41.73375177690488,37.608605117151136,46.704,3837.4819110901185,3960.4857346537565,9.160263218831728,-1.1020171356031447
49,500.0,116.05699280839734,117.97006737413275,194.48829274242772,41.30730142158139,40.17906867597152,49.096,3826.094273615758,4051.8448405427957,9.164745233237097,-1.106934912889318
50,550.0,126.82153833935654,128.1317952279673,201.52976112836814,35.16210950008905,38.986035258723604,46.62,3896.3676044598465,3936.168031361524,9.139920819369102,-1.093178142273145
51,550.0,131.28819383967777,141.80776122168024,222.53904000355098,24.493885002401896,55.84030720836183,48.366,4797.378159430532,4159.438103054488,9.173697994277207,-1.1411306651313042
52,550.0,126.46229089469472,128.06392474718132,210.1183258387632,35.28751429303064,48.27911171586937,48.886,4565.553344555878,4138.607676370179,9.153824287228364,-1.1217012397281882
53,550.0,127.15132270010051,128.9826365401309,210.9112472187694,34.70142649359303,46.45680338341828,49.168,4461.751537068626,4044.1845047769066,9.150450751317775,-1.114402385668895
54,550.0,125.35091904752817,123.00736127604401,217.56921436489947,26.87782095664948,49.84448924084426,50.222,4518.638166066186,4103.519658448267,9.167306443807366,-1.132945256347801
55,600.0,137.6119921779799,140.25094631413447,223.2763733768828,40.32539889573492,56.974254257614554,50.004,4766.663795405033,4107.931473659662,9.157897947420999,-1.1324818482432908
56,600.0,138.99786357064312,139.4454726126017,238.6958199898396,29.640435648885703,47.03924494425428,48.548,3960.9949289333777,3979.8773451384077,9.159611307489248,-1.10670053587612
57,600.0,136.56834722319473,139.7870089629858,230.17461100310297,36.25303673313797,60.437144671826324,50.052,4952.801920545144,4100.39911885658,9.163268068398885,-1.1455879635389017
58,600.0,139.17679522335482,143.62762532906993,231.75041506029658,34.78101096494477,54.28729783342104,49.202,4963.522965597298,4104.524684065127,9.155921965938367,-1.131338574761622
59,600.0,141.51243907136552,144.71016242793604,235.3687071126252,32.05760244479226,54.514500490410015,49.652,4859.943670467433,4140.634529012238,9.155399963476686,-1.124626312808008
60,650.0,147.09099621030725,144.65402886929778,246.7103168294391,40.53099847681456,60.508246693901626,50.49,4598.422521562031,4025.524914015699,9.165905932622485,-1.1372423017656788
61,650.0,148.66203735997632,151.13100484889685,252.73770220794464,43.24016462657239,52.60654750087619,48.21,3876.8471923320203,3964.0637118858986,9.164634446289053,-1.1096926851912994
62,650.0,152.27335989026884,152.54966823806564,250.24114210293666,42.57675524855886,54.953569704401346,45.3,4458.2437162440065,4128.632592806381,9.157860058916132,-1.1118601302255482
63,650.0,153.67158653189475,158.56543049498237,258.43576053507394,38.559787866330346,60.96835146687664,46.994,4903.399677956699,4168.752233531964,9.166619321584774,-1.1308438785365291
64,650.0,155.904008367596,158.99611263835345,259.9280272405978,39.37414443027812,55.62823647485042,45.584,4486.913202732112,4082.2945418796444,9.16384194592243,-1.113904282327764
65,700.0,163.21714103975538,166.70184042893186,281.8520894542866,31.590644409255013,65.30716229240664,48.588,4543.375592618296,4117.513785301463,9.171239392212584,-1.1304109621787326
66,700.0,162.13348610126235,167.64913940838665,272.97384027704254,41.11252824983371,71.67875247784242,49.852,5134.001235935232,4164.533370139855,9.17400605566938,-1.1538694147732989
67,700.0,162.0565551084659,162.00737616371288,280.23578300608455,43.30152375704491,69.36646084685748,46.436,5320.212460764067,4118.503012213771,9.156620331892528,-1.1448414566966703
68,700.0,161.7801567439962,166.85053455323583,272.7520406791955,37.13328018728867,67.80423628910675,49.006,4939.580467703087,4070.5851956032047,9.165911156028107,-1.1406591300794562
69,700.0,162.7937408489689,168.50700177963705,271.2250978636913,42.99667638935457,59.21740262546419,47.258,4558.1764392744735,4097.725619041172,9.159022713186731,-1.117253626714464
70,750.0,169.14306219199062,170.48204188773002,296.4200829074302,35.01359761622468,70.74878044079158,50.854,4973.970063802171,4131.706742206547,9.159296771801628,-1.139160170635834
71,750.0,174.41550201964455,179.2889825328116,292.3340972873573,52.069013900262206,68.24846591382001,47.018,4918.308134981781,4084.6285237818697,9.152494860995308,-1.123350306449543
72,750.0,172.32855928266886,174.14674292714665,292.7723537123777,39.94985581464738,69.21012649744303,46.36,5247.154061575275,4191.5954794326835,9.15091926813723,-1.1299329994051273
73,750.0,175.0661525437201,182.89511238679754,296.2420625434666,37.46742010064568,64.07479275299355,46.28,4260.788108063917,4045.9401533763353,9.167611258484978,-1.1138982699905031
74,750.0,172.29718771076546,171.42715802051777,290.7759001452072,44.328033883734506,64.12593012423983,48.634,5005.066112942361,4201.376829789456,9.146567560705355,-1.1188518921513326
75,800.0,188.83045903915905,197.65189972569607,326.14543001842316,42.275885291612504,83.02897806043643,46.968,5832.7152715857455,4164.905319750326,9.152515654014088,-1.1478253038490018
76,800.0,186.43476736342518,202.56342399502188,310.88912315650015,48.88015990182108,81.15242164495079,47.964,5393.107783186125,4076.476662256534,9.159063332106761,-1.148443259277453
77,800.0,189.58734016908414,206.63411706466945,313.8501427457733,46.265582850962296,80.87236186261437,46.096,5219.025109534971,4096.736207674138,9.168771290845841,-1.1443750754272448
78,800.0,190.40429999774443,193.0105387875216,311.16865154028517,45.0996932935754,73.94862007218589,46.2,5461.490847339388,4205.186169547151,9.156196829110826,-1.1312263860044007
79,800.0,179.89121759800378,188.39558150198545,304.9649523303681,56.867734481154315,78.4232734391429,49.774,5298.554400721678,4151.363087051818,9.155631729246036,-1.1453198710238355
80,850.0,198.06646775529236,195.7158138607044,328.1466583050405,61.02562767391821,69.04955168988613,46.756,4913.8757951054895,4235.3153869574135,9.146396461102126,-1.109587062759743
81,850.0,199.64428757500403,209.5453856254702,344.1451468218938,39.6028977741082,90.08484319616362,49.486,5533.714556867834,4190.242734508695,9.163389679920021,-1.1502538196649101
82,850.0,204.21270710826303,218.656004959087,341.8869012740838,38.16143945650881,83.05071874528224,45.164,5235.580279504014,4214.026465593872,9.165690565106607,-1.1329902141734347
83,850.0,201.41443521510996,221.9981348814552,335.41320316580584,44.440935060537925,93.75347563022697,47.432,5716.416818993306,4182.714021319179,9.172823706918772,-1.1640013242632157
84,850.0,193.78855524771353,200.45619978819175,340.1282465181915,44.113384411560375,84.74068717386253,47.834,5360.759705869438,4150.996892965592,9.156347581349708,-1.1415720717926194
85,900.0,212.3548546320874,225.89398836825322,357.05884902772794,49.548224697725615,95.53927452060714,48.056,5880.269748521797,4135.700245727964,9.157292153589545,-1.155261641929539
86,900.0,208.87416091624752,203.43506989561018,357.9778271378867,50.58397221032452,84.66758675349467,46.756,5418.374534794728,4227.375420796034,9.151962444635659,-1.1311051073192273
87,900.0,209.0127434946296,207.2344175084571,351.41372753897895,53.47448143189229,83.42704657113632,45.89,5263.0867826109825,4206.039344506883,9.153639475636176,-1.126858740249249
88,900.0,216.19903874600354,228.10677007861085,361.4307903723224,49.12663219483808,92.01737367996596,45.556,5892.720496800339,4179.033456627251,9.15855730126312,-1.1451397511045311
89,900.0,209.01914640787513,212.20842726956533,355.26525891626085,48.100987787602136,86.85984687001479,47.674,5508.682737947206,4181.188815502744,9.154353143622215,-1.1396594570841725
90,950.0,227.20284453272367,241.7584810975959,381.9442552228929,50.384170696504775,91.20461183477155,43.698,5558.842593546066,4131.713338586297,9.156746489790516,-1.134994952297053
91,950.0,224.68581050666182,242.9966513355202,383.20740706857197,44.33592408112348,99.46014891027968,47.186,5615.74870636603,4228.106480783591,9.166715278636428,-1.1520284447498856
92,950.0,223.92268697138235,243.80587371802204,377.45558909295426,56.097548921087686,104.1910434657083,48.338,6032.130199320631,4154.596032336851,9.159650244297127,-1.1633650838942873
93,950.0,219.8921908619114,225.71627503639115,374.78332938952207,53.62629092311887,104.35454162811486,47.538,6089.669675839987,4086.330458795075,9.157168238916396,-1.1702261115181125
94,950.0,217.2682075620819,211.59577462612214,383.5895569177255,45.281261540901625,94.72644128149803,49.71,5344.600661715036,4049.7087501793826,9.162805849363533,-1.154453573448384
95,1000.0,234.4911839214536,244.94827070883377,406.59178377056253,52.741741709104986,102.52553087114647,46.12,5820.492523478676,4144.196779878345,9.157664641869228,-1.1480535839776944
96,1000.0,243.13643595483538,253.81039570900973,403.9804509346996,48.81442508439171,105.70717811600981,45.042,6023.242912005211,4175.234594599519,9.160466197642526,-1.149211827848978
97,1000.0,234.12994993271704,248.1233633122024,390.36734016059245,57.50391229234989,97.76436128684078,46.6,5533.840094262975,4142.353868515519,9.155918552064696,-1.1371206703661045
98,1000.0,238.81257805529376,249.7018977447589,391.8981408958451,65.84807343438392,93.846054848434,47.524,5626.1827212841345,4200.988222290064,9.153887406728238,-1.1283153860436184
99,1000.0,233.9480286021746,246.94411665312464,398.2528436721298,53.92282021322151,109.50436491045579,47.556,6168.231133276179,4101.572802573913,9.157142869809476,-1.168316386232091
